author_id,text,geo,created_at,retweets,replies,likes,quote_count,brand
3018779144,"the square thing on the moon is going to be an advertisement, and it won't even be funny in a cynical way, like if it was for tesla or mcdonalds. It's going to be for something low profile and stupid, like Shein announcing they make gel nail polish now.",,2021-12-06 23:59:01+00:00,0,1,9,0,shein
420546393,One thing y’all should know about me is I’ll gladly spend $200 on SHEIN,,2021-12-06 23:57:47+00:00,0,0,1,0,shein
2768637555,i placed 2 shein orders today... tf?,,2021-12-06 23:57:19+00:00,0,0,0,0,shein
777291355378757632,@ialmostdotay LOVE shein!!!!,,2021-12-06 23:57:12+00:00,0,0,1,0,shein
259417052,Finally got a box worth of Shein clothes instead of them stuffing it in that tiny ass bag,,2021-12-06 23:55:43+00:00,0,1,0,0,shein
863287956408328192,my SHEIN order came in ,,2021-12-06 23:55:18+00:00,0,1,0,0,shein
326703451,"idk how to put this in a non elitist way but shein is just a massive sweatshop and there is a reason the clothes are so cheap

stop buying from them please",,2021-12-06 23:53:42+00:00,0,1,3,0,shein
1120106323734138881,SHEIN is like a modern day BOBBY’s and I now understand my Nana’s obsession ,,2021-12-06 23:53:36+00:00,0,1,8,0,shein
2493654506,"@kylexanyfeels easy
https://t.co/jkX1Ir02d3",,2021-12-06 23:50:59+00:00,0,2,0,0,shein
1433071046333288450,@moodygroovybaby i wasn’t making u out to be classist. i’m just saying even when the ggrb girls wear luxury they are still be out dressed and outimpacted by maddy s “shein” clothing. muah,,2021-12-06 23:50:50+00:00,0,0,0,0,shein
2866475031,@s0fthunny they’re super cheap from shein,,2021-12-06 23:50:34+00:00,0,0,0,0,shein
441589751,"Did I order a ring from Shein because it reminded me of The Night Court? Yes, yes I did. https://t.co/IGwQn55XFH",,2021-12-06 23:50:06+00:00,0,5,18,0,shein
1467364113068265473,@dreaime SIMIN SAYS OFF SHEIN WHAT???,,2021-12-06 23:49:53+00:00,0,0,2,0,shein
1122950010650464257, thought I ordered like 3 sets of lashes on SHEIN cyber sale cos was like £2 and no I ordered like 40,,2021-12-06 23:49:41+00:00,0,0,2,0,shein
1338596951906979845,the fact that lana wore a shein dress to receive her artist of the decade award is so camp and one of the many reasons that i love her,,2021-12-06 23:46:34+00:00,1,1,2,0,shein
3060299090,@emhoebitch Oh wow  shein is your best friend for this mission,,2021-12-06 23:44:59+00:00,0,0,0,0,shein
1078342205805416448,i just want my shein order,,2021-12-06 23:42:47+00:00,0,0,0,0,shein
261121801,I am broke as fuck so this Christmas will be brought to you by.. Shein. I cannot mentally handle not being able to buy people anything so this is the route we’re doing. ,,2021-12-06 23:42:23+00:00,0,0,0,0,shein
1108254251107536901,"@QuelFabulous I've been looking at the Shein website, and they offer some nice options for many shapes, even the eldritch like me. Kinder on prices too, I believe.",,2021-12-06 23:42:17+00:00,0,0,1,0,shein
1202671148623892481,"Shein did it again, but due to personal reasons I will need to delete the app for the remainder of the season.",,2021-12-06 23:42:14+00:00,0,0,1,0,shein
1322138976724144130,"Hey y’all I’m an campus ambassador for @SHEIN_official If anyone shops here and they want to buy a lot of things but trying to save money, use my code and accept my invitation, if you haven’t signed up yet you get one too! https://t.co/ZyEBO3nwKN",,2021-12-06 23:41:33+00:00,0,0,0,0,shein
1139995190821838848,"So my SheIn order came in with my potential Ateez outfits and I 
hate everything",,2021-12-06 23:38:31+00:00,0,1,1,0,shein
1052358554185797634,@bpdgods shein ,,2021-12-06 23:37:03+00:00,0,0,1,0,shein
835563165916225536,take that shein wig out of your cart rn,,2021-12-06 23:35:58+00:00,0,0,1,0,shein
1100570140238929926,These dumb kids think SHEIN is the only fashion brand that uses child labor lol,,2021-12-06 23:35:44+00:00,1,0,4,0,shein
1148806250672427008,I wonder if I’m the only girl that still hasn’t bought anything from Shein ,,2021-12-06 23:34:56+00:00,0,1,0,0,shein
1436055344023756803,@cabanels_ No disrespect to anything else but her outfit gives shein vibes ?,,2021-12-06 23:32:54+00:00,0,0,0,0,shein
1211527529850232832,i thought the memes about lana wearing a shein dress were a JOKE LMAO,,2021-12-06 23:32:22+00:00,0,0,0,0,shein
425982822,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @PoshVb757 @gonewildsales #poshmark #fashion #style #shopmycloset #fashionnova #samedelman #shein: https://t.co/BIw7qRnAQe https://t.co/kZQlqyfEin,,2021-12-06 23:31:10+00:00,0,0,0,0,shein
1393380848901181443,@ThatsMissLisa2u Yikes!https://t.co/eMT1wDjMSs,,2021-12-06 23:29:51+00:00,0,1,1,0,shein
1441597537358532617,"Shein’s bedsheet caught my attention these days, but im pretty sure the price is ",,2021-12-06 23:28:50+00:00,0,0,0,0,shein
1462515742314844168,"My cart is at $83 already. Which lucky ass pig will be funding it? Send to buy either one item, multiple or the whole amount to make me happy and then thank me. Accepting SHEIN e-gift card  or send to PayPal/CashApp. 

Findom Paypig FinD Humanwallet HumanATM Cashpig Brat https://t.co/qpvpmBglD4",,2021-12-06 23:28:33+00:00,1,1,1,0,shein
1087051195280179200,My kids put new clothes on they Christmas list I went on Shein so fast lmao couple pair of shoes and I’m done,,2021-12-06 23:26:58+00:00,0,0,0,0,shein
47776127,the shein lace  https://t.co/DZybnN95KA,,2021-12-06 23:25:57+00:00,0,0,4,0,shein
276812716,"@ExplorerBikini 2pack Sheer Mesh Underwire Lingerie Set
I discovered amazing products on https://t.co/7X1EvrXUIP, come check them out!
https://t.co/Ewx7pGK5yo ",,2021-12-06 23:25:44+00:00,0,0,0,0,shein
1192871923757309952,"at work doing some online shopping on shein…. 3 hours den passed and I got over $2,000 worth of stuff in my cart.  I ain’t getting none of this shit lol wtf bored window shopping at its finest. ",,2021-12-06 23:24:18+00:00,0,2,0,0,shein
127912434,Man these jeans from Shein fit so perfectly I could almost cry tears of joy lmao. I be terrified to order jeans,,2021-12-06 23:23:18+00:00,0,0,0,0,shein
1452462711032324096,Today I dressed like Jks gf hbu??? Also this shein dress got a bitch snatched n my jk boots I never wore to LA  https://t.co/UE9coA19zB,,2021-12-06 23:23:05+00:00,0,1,2,0,shein
1222526654880403457,just saw someone the tl saying universe was shein simon says.... now im angry... FIRST OF ALL....,,2021-12-06 23:22:46+00:00,2,0,12,0,shein
1442296672608944134,@chngmis shein,,2021-12-06 23:22:30+00:00,0,1,0,0,shein
1459226869300178955,@SHEIN_AR Check ur dm,,2021-12-06 23:22:23+00:00,0,0,0,0,shein
815699614493999104,shein is officially build a bitch .com,,2021-12-06 23:21:39+00:00,0,1,0,0,shein
985483455659151360,@Akhyatable Shein*,,2021-12-06 23:21:21+00:00,0,1,0,0,shein
1382065950246248456,The amount of things in my shein wishlist- ,,2021-12-06 23:19:53+00:00,0,0,3,0,shein
314386544,My clothes just came in for my trip and I’m so sad  shein really disappointed me this time  fashion curve here I come once I return these clothes back to shein,,2021-12-06 23:19:48+00:00,0,0,0,0,shein
14082695,Yo. That feeling when your entire Shein order fits you. Need to hem some pants but that's easy money.,,2021-12-06 23:19:15+00:00,0,0,5,0,shein
1066108023909814273,I ordered so much stuff from SHEIN. The UPS man asked me if I left anything else for the other customers ,,2021-12-06 23:17:17+00:00,0,0,0,0,shein
1225574487091023872,"@SHEIN_official  got my feeling SUPER good about myself now. look at this, how cute is it ?!? there is quite a few other items that i got also  https://t.co/2JBwKt2gMS",,2021-12-06 23:15:35+00:00,0,1,2,0,shein
950186965181390849,the urge to order my entire shein cart ,,2021-12-06 23:14:19+00:00,0,0,3,0,shein
983689422,"KNOW YOUR WORTH LADIES, remember shein sells faster than Chanel ",,2021-12-06 23:14:06+00:00,1,0,0,0,shein
501577723,"Hot cocoa &amp;amp; cozy vibes  
IG: cindinax
Shop now&amp;gt;&amp;gt; 
#SHEIN #SHEINgals #SHEINFW21  https://t.co/ncrzRBsncW",,2021-12-06 23:13:06+00:00,0,0,0,0,shein
247794460,Finally got that blue and yellow jacket from Shein ,,2021-12-06 23:12:20+00:00,0,1,2,0,shein
876287369800028164,@josecazu28 SHEIN,,2021-12-06 23:12:04+00:00,0,1,1,0,shein
1032054981346639872,DO NOT BUY MARY POPPINS FROM SHEIN https://t.co/3UiKmSrJPg,,2021-12-06 23:11:59+00:00,0,0,5,0,shein
1447726753682702337,@alyssajacques14 Shein!,,2021-12-06 23:11:17+00:00,0,1,1,0,shein
1947883250,if u kept up with my shein haul on my snap u a real one ,{'place_id': '00a4bbcc0dcd7572'},2021-12-06 23:10:40+00:00,0,1,7,0,shein
1305276844095213568,@SHEIN_official where tf is my package,,2021-12-06 23:10:27+00:00,0,0,0,0,shein
2273591366,this shein ass outfit bruh https://t.co/p1WhGef7ae,,2021-12-06 23:10:06+00:00,0,0,2,0,shein
2459791329,shein plus size lingerie is so hit or miss but when it hits it knocks it outta the park,,2021-12-06 23:09:31+00:00,0,0,3,0,shein
358512746,All my 5’9” &amp; up ladies Shein now has Shein tall,,2021-12-06 23:09:16+00:00,0,0,1,0,shein
1322990948201209857,bouta buy some edibles off shein wish me luck,,2021-12-06 23:08:18+00:00,0,1,0,0,shein
1409822203625893890,"@SHEIN_official  scam
fuck yall",,2021-12-06 23:08:17+00:00,0,0,0,0,shein
353349965,I’m not sad anymore. My SHEIN package came in and it all looks so good on me. ,,2021-12-06 23:06:25+00:00,0,0,1,0,shein
3474583994,Lana wore an $18 dress from Shein ,,2021-12-06 23:06:06+00:00,0,0,5,0,shein
1237584177807032321,@TheWorstCleric Shein!! Such good prices,,2021-12-06 23:05:49+00:00,0,1,1,0,shein
895100302747197441,"My man : that’s a hickey ? 

Me : bae you know my chain from shein don’t even do that",,2021-12-06 23:04:50+00:00,2,0,12,1,shein
2244269220,@zombs @melaogustavo @ShahZaMk @revoltalol HARRY POTTER DA SHEIN N TROCA KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,,2021-12-06 23:03:52+00:00,0,0,0,0,shein
1902319344,Might as well make a basket on shein I’ll feel a little better,,2021-12-06 23:02:49+00:00,0,0,0,1,shein
862329228674686976,My man bought my whole SHEIN cart and it arrived today. Issa good day ,,2021-12-06 23:01:54+00:00,1,0,7,1,shein
1065691065083154432,@CityoftheI It’s from Shein!,,2021-12-06 23:01:31+00:00,0,0,1,0,shein
1207789179695857664,"@SHEIN_official how is that I placed my ordered on November 27, with EXPRESS shipping, and it shows today that it’s still in China?? ",,2021-12-06 23:00:40+00:00,0,0,0,0,shein
553649425,Buying a $300 textbook when i'd rather buy my $300 shein cart hurts :(,,2021-12-06 23:00:31+00:00,0,0,0,0,shein
554957168,"Hot cocoa &amp; cozy vibes  
IG: cindinax
Shop now&gt;&gt; https://t.co/e1qEXP0nJd
#SHEIN #SHEINgals #SHEINFW21 https://t.co/ruoR3cjKKF",,2021-12-06 23:00:02+00:00,4,0,37,0,shein
1089743123171946496,lana wasn’t wearing shein- they made a dupe of the dress she was wearing- also she can literally wear whatever she wants !!! &lt;3,,2021-12-06 22:59:33+00:00,1,1,8,3,shein
2496822335,@lilcaoimhe Nothin EU  https://t.co/o7wLOnvJ17,,2021-12-06 22:58:59+00:00,0,1,1,0,shein
726797533041807360,@joanacpereira_ shein,,2021-12-06 22:58:10+00:00,0,0,0,0,shein
1368270218322149380,@elviiiradroite shein,,2021-12-06 22:58:05+00:00,0,1,0,0,shein
30954998,@SHEIN_official where the coupons go?! ,,2021-12-06 22:56:54+00:00,0,1,3,0,shein
1136631728188141568,I forgot my brother buys from shein…,,2021-12-06 22:56:32+00:00,0,0,2,0,shein
1438044438622781447,@SHEIN_official Don’t buy it to support the Communist China!,,2021-12-06 22:55:55+00:00,0,0,0,0,shein
64956982,Idk why I keep ordering stuff from SHEIN… these toe rings don’t fit my toes or my fingers  ,,2021-12-06 22:55:47+00:00,0,0,0,0,shein
226924655,@theglamchop Me + wine = H&amp;M / shein x 2 ÷ horror,,2021-12-06 22:55:11+00:00,0,0,1,0,shein
963229577144303617,If u wanna have a good day go look a the reviews for pet outfits on shein https://t.co/5TaN04hz1U,,2021-12-06 22:54:51+00:00,0,1,5,0,shein
1105175058278825984,the shein girls are tryna start another pandemic https://t.co/ir5KgNdmQy,,2021-12-06 22:54:26+00:00,0,0,2,0,shein
1461199558231343107,@luishrny shein!,,2021-12-06 22:53:58+00:00,0,0,0,0,shein
350698006,"@kookiefwm Ross is a nice place to check, and SheIn got some nice things too just avoid anything with feathers lol they're pretty cheap",,2021-12-06 22:52:43+00:00,0,0,1,0,shein
