author_id,text,geo,created_at,retweets,replies,likes,quote_count,brand
1466032326014824449,@CHANEL_S_ tommi8790,,2021-12-07 11:59:45+00:00,0,0,0,0,chanel
1458608387667628036,@loffamelt chanel,,2021-12-07 11:59:42+00:00,0,1,1,0,chanel
1458608387667628036,@sibayimaung chanel,,2021-12-07 11:59:35+00:00,1,0,1,0,chanel
1446217856262279168,Don’t forget you can read all about Chanel 22C right here - https://t.co/fGQdqDI9oJ #shopping,,2021-12-07 11:59:34+00:00,0,0,0,0,chanel
1392876071444430850,I still feel like the Spanish Disney Chanel was far better than the Dutch (Jetix 4 life) and American (plz dont cancel me) ones #weBoutTo,,2021-12-07 11:59:27+00:00,0,0,0,0,chanel
1458608387667628036,@resonancje chanel,,2021-12-07 11:59:20+00:00,0,0,0,0,chanel
842538420215853056,@CHANEL_S_ carrea,,2021-12-07 11:59:04+00:00,0,0,0,0,chanel
1448368476863746053,@hayblahd Chanel ,,2021-12-07 11:58:45+00:00,0,1,3,0,chanel
1261674510031351816,@CHANEL_S_ dislike_you,,2021-12-07 11:58:13+00:00,0,0,0,0,chanel
51212800,"Bathin' suits, Chanel boots for dinner time
Baby, we looking good, so we finna shine",,2021-12-07 11:57:54+00:00,0,0,0,0,chanel
1423232002090692618," wtt lft ph.. !

have : jaehyun the castle md &amp; mark gitd
want : jaemin we &amp; jaemin mini bag set pc

## nct 127 sticker xr live special glow in the dark trade looking for lf chanel jaem boom bread photocard pcs pc https://t.co/KL4R6epqa6",,2021-12-07 11:57:51+00:00,0,0,0,1,chanel
1392876071444430850,I barely watched Disney Chanel but YASS https://t.co/G6APKO2FlP,,2021-12-07 11:57:45+00:00,0,0,0,0,chanel
14493622,"I've been watching beauty advent calendar unboxing videos on TikTok, and Chanel's look especially embarrassing compared to brands like Harrods, Space NK etc. whose ones have amazing products in them: Barbara Sturm, Olaplex etc.",,2021-12-07 11:57:32+00:00,0,1,2,0,chanel
1274601811073216513,"material girl I want chanel 9 boots all these n-s steady jockin' 'cause they know I'm the truth material girl and I get it from my mammy malmain, bustdowns, these girls can't stand me material girl currently working on a grammy meanwhile, pussy poppin' with ya man in miami",,2021-12-07 11:57:08+00:00,0,0,1,0,chanel
1467911734707257344,@CHANEL_S_ joygood153,,2021-12-07 11:56:45+00:00,0,0,0,0,chanel
